,match,0
22024446,0,ATCC 824 
21995554,0,ATCC 27782 
21995554,1,ATCC 25644 
21995554,2,ATCC 27782 
21995520,0,ATCC 25644 
21995520,1,ATCC 27782 
21995520,2,ATCC 25644 
21995520,3,ATCC 27782 
22021580,0,ATCC 393 
22021580,1,ATCC 25302 
22021580,2,ATCC 7469 
22020468,0,ATCC 824 
22020441,0,ATCC 9642 
22019987,0,ATCC 11229 
22019573,0,ATCC 25923 
22017966,0,ATCC 14028s 
22014884,0,ATCC 25922 
22014884,1,ATCC 25923 
22013382,0,ATCC 19258 
22013052,0,ATCC  
22012019,0,ATCC 25922 
22012019,1,ATCC 700603 
22011691,0,ATCC 25922 
22011691,1,ATCC 27853 
22011691,2,ATCC 29213 
22011691,3,ATCC 29213 
22010405,0,ATCC 10557 
22010405,1,ATCC 7469 
22010349,0,ATCC 6896 
22010349,1,ATCC 25923 
22010349,2,ATCC 4698 
22010349,3,ATCC 96918 
22009058,0,ATCC  
22008648,0,ATCC 824 
22008515,0,ATCC 25940 
22008386,0,ATCC 6538 
22008254,0,ATCC 31121 
22008254,1,ATCC 31121 
22008010,0,ATCC 24433 
22008010,1,ATCC 90028 
22008010,2,ATCC 90030 
22008010,3,ATCC 6258 
22008010,4,ATCC 22019 
22006009,0,ATCC 17616 
22004812,0,ATCC 8014 
22003038,0,ATCC 8043 
22003038,1,ATCC 19434 
22003004,0,ATCC 14756 
22002848,0,ATCC 6538 
22002101,0,ATCC 55618 
22001030,0,ATCC 25923 
22000371,0,ATCC type 
21999582,0,ATCC 29922 
21999582,1,ATCC 25923 
21999582,2,ATCC 49619 
21999582,3,ATCC 25922 
21999582,4,ATCC 24443 
21999249,0,ATCC 6633 
21999249,1,ATCC 25922 
21999249,2,ATCC 51299 
21998431,0,ATCC 4229 
21998163,0,ATCC 56765 
21997237,0,ATCC 25923 
21996406,0,ATCC 19606 
21996406,1,ATCC 17978 
21996406,2,ATCC 19606 
21996406,3,ATCC 17978 
21994927,0,ATCC 13032 
21994926,0,ATCC 17588 
21993883,0,ATCC  
21992439,0,ATCC 25175 
21992439,1,ATCC 25175 
21989627,0,ATCC 27294 
21989627,1,ATCC 27294 
21986724,0,ATCC 17001 
21986724,1,ATCC 17001 
21986360,0,ATCC 11842 
21986357,0,ATCC SD 
21986357,1,ATCC SD 
21983551,0,ATCC 6538 
21981827,0,ATCC 1015 
21981827,1,ATCC 1015 
21972936,0,ATCC 25611 
21972240,0,ATCC 51142 
21972240,1,ATCC 51142 
21970182,0,ATCC 11229 
21969960,0,ATCC 25923 
21969960,1,ATCC 25922 
21967336,0,ATCC 21783 
21965401,0,ATCC 43895 
21963944,0,ATCC 4698 
21963114,0,ATCC 29213 
21963114,1,ATCC 29212 
21962987,0,ATCC 25923 
21959378,0,ATCC 15439 
21959231,0,ATCC 90028 
21959204,0,ATCC 25923 
30731675,0,ATCC  
24031749,0,ATCC  
23407707,0,ATCC 29737 
21954218,0,ATCC 12598 
21953365,0,ATCC 17759 
21952372,0,ATCC 19112 
21950168,0,ATCC 15834 
21948092,0,ATCC 17713 
21947403,0,ATCC 17978 
21945879,0,ATCC 25586 
21944112,0,ATCC  
21870805,0,ATCC 39723 
21941568,0,ATCC 49226 
21938590,0,ATCC 50654 
21938590,1,ATCC before 
21938590,2,ATCC CRL 
21937152,0,ATCC 25922 
21937152,1,ATCC 11632 
21937152,2,ATCC 90028 
21936662,0,ATCC 49946 
21936026,0,ATCC strains 
21935779,0,ATCC 49882 
21935774,0,ATCC 27853 
21933787,0,ATCC 27853 
21933787,1,ATCC 25923 
21931677,0,ATCC 14579 
21930677,0,ATCC 27043 
21930677,1,ATCC 19109 
21929280,0,ATCC 19615 
21926197,0,ATCC 824 
21926197,1,ATCC 824 
21925023,0,ATCC 700728 
21923232,0,ATCC 25922 
21922927,0,ATCC 13311 
21922927,1,ATCC 25922 
21922927,2,ATCC 27853 
21922927,3,ATCC 25923 
21922927,4,ATCC 12228 
21922927,5,ATCC 10240 
21922927,6,ATCC 6275 
21922927,7,ATCC 11730 
21922927,8,ATCC 36839 
21919004,0,ATCC 14869 
21919004,1,ATCC 23272 
21919004,2,ATCC 33199 
21919004,3,ATCC 11741 
21918031,0,ATCC 29213 
21918031,1,ATCC 49247 
21918031,2,ATCC 49619 
21918031,3,ATCC 25923 
21917291,0,ATCC 25923 
21916902,0,ATCC 13758 
21915612,0,ATCC 8293 
21914890,0,ATCC 35246 
21911563,0,ATCC 27853 
21911563,1,ATCC 27853 
21911563,2,ATCC 27853 
21911563,3,ATCC 27853 
21909938,0,ATCC 29007 
21909936,0,ATCC 15834 
21909674,0,ATCC 9341 
21909674,1,ATCC 29212 
21909674,2,ATCC 9341 
21906343,0,ATCC 55925 
21905105,0,ATCC 13124 
21902917,0,ATCC 29544 
21902914,0,ATCC 17802 
21900868,0,ATCC 90028 
21897400,0,ATCC 29213 
21897400,1,ATCC 29212 
21896480,0,ATCC 35406 
21895702,0,ATCC 29212 
21892787,0,ATCC strains 
21892787,1,ATCC 13768 
21892598,0,ATCC 18224 
21892356,0,ATCC 29213 
21892356,1,ATCC 29212 
21890733,0,ATCC 29281 
21890733,1,ATCC 29281 
21890724,0,ATCC 51192 
21890703,0,ATCC 29133 
21890703,1,ATCC 29413 
21888227,0,ATCC 15753 
21888227,1,ATCC 7966 
21887639,0,ATCC 13880 
21887050,0,ATCC 25922 
21882663,0,ATCC 27859 
21882663,1,ATCC 8739 
21882663,2,ATCC 13047 
21881259,0,ATCC 25922 
21877950,0,ATCC 6633 
21877950,1,ATCC 25923 
21877950,2,ATCC 13883 
21877950,3,ATCC 25922 
21877950,4,ATCC 14153 
21877950,5,ATCC 13315 
21877950,6,ATCC 10231 
21877950,7,ATCC 16404 
24900000,0,ATCC  
21876816,0,ATCC 21424 
21876372,0,ATCC 4356 
21876372,1,ATCC 4356 
21876372,2,ATCC 4356 
21876058,0,ATCC 27853 
21874277,0,ATCC 27405 
21874261,0,ATCC  
21873058,0,ATCC 2628 
21872662,0,ATCC 8482 
21870045,0,ATCC 200183 
21866960,0,ATCC 1015 
21864623,0,ATCC 6308 
21864411,0,ATCC 25611 
21864411,1,ATCC 33277 
21864411,2,ATCC 25611 
21864411,3,ATCC 33277 
21861459,0,ATCC 25922 
21861459,1,ATCC 25923 
21859940,0,ATCC 33591 
21859295,0,ATCC and 
21859126,0,ATCC 10240 
21858648,0,ATCC 8158 
21858538,0,ATCC 58397 
21858538,1,ATCC 58397 
21856979,0,ATCC 29837 
21856976,0,ATCC 9135 
21856821,0,ATCC 17978 
21856050,0,ATCC 25923 
21854223,0,ATCC 27294 
21854017,0,ATCC 1015 
21848695,0,ATCC 35061 
21848059,0,ATCC 13564 
21845303,0,ATCC 43300 
21845303,1,ATCC 51299 
21844727,0,ATCC 49226 
21837419,0,ATCC 24860 
21835219,0,ATCC that 
21834632,0,ATCC 9341 
21834255,0,ATCC 25923 
21834255,1,ATCC 29212 
21834255,2,ATCC 25922 
21834255,3,ATCC 23357 
21831786,0,ATCC  
21831138,0,ATCC 49946 
21831138,1,ATCC 49946 
21829716,0,ATCC 49156 
21829716,1,ATCC 49156 
21828021,0,ATCC 29195 
21828021,1,ATCC 29195 
21828016,0,ATCC 23178 
21826400,0,ATCC 9142 
21826400,1,ATCC 10577 
21826400,2,ATCC 9142 
21826400,3,ATCC 10577 
21825062,0,ATCC 35896 
21825062,1,ATCC 35896 
21824244,0,ATCC 39006 
21823610,0,ATCC 11229 
21823094,0,ATCC 10798 
21822040,0,ATCC 25923 
21822040,1,ATCC 29212 
21822040,2,ATCC 25922 
21822040,3,ATCC 33499 
21822040,4,ATCC 27853 
21822040,5,ATCC 12459 
21822040,6,ATCC 6633 
21822040,7,ATCC 8035 
21822040,8,ATCC 60193 
21819671,0,ATCC 53103 
21819671,1,ATCC 11454 
21816945,0,ATCC  
21816945,1,ATCC 25923 
21816945,2,ATCC 35984 
21812795,0,ATCC 52905 
21811692,0,ATCC 25611 
21811486,0,ATCC 23344 
21808662,0,ATCC  
21807974,0,ATCC BAA 
21807530,0,ATCC 12826 
21807530,1,ATCC 7644 
21807530,2,ATCC 12826 
21807530,3,ATCC 7644 
21807055,0,ATCC 35246 
21807055,1,ATCC 35246 
21807055,2,ATCC 35246 
21803908,0,ATCC 33277 
21803698,0,ATCC 53103 
21801186,0,ATCC 25175 
25426791,0,ATCC 25175 
25214086,0,ATCC 31461 
21798982,0,ATCC 25586 
21798982,1,ATCC 25586 
21795510,0,ATCC serovar 
21792593,0,ATCC 55098 
21789491,0,ATCC 53993 
21789491,1,ATCC 23270 
21789491,2,ATCC 23270 
21789491,3,ATCC 53993 
21789491,4,ATCC 23270 
21789491,5,ATCC 53993 
21789491,6,ATCC 23270 
21789491,7,ATCC 53993 
21789491,8,ATCC 53993 
21788474,0,ATCC 55365 
21788457,0,ATCC 51559 
21788457,1,ATCC 51559 
21784962,0,ATCC 23292 
21784962,1,ATCC 23290 
21784962,2,ATCC 23291 
21784962,3,ATCC 23292 
21784962,4,ATCC 23290 
21784962,5,ATCC 23291 
21784962,6,ATCC 23292 
21784857,0,ATCC 14579 
21780966,0,ATCC 25175 
21780966,1,ATCC 33478 
21779938,0,ATCC 15442 
21779845,0,ATCC 13368 
21779845,1,ATCC 13368 
21779845,2,ATCC 13368 
21777114,0,ATCC 14579 
21776985,0,ATCC 27294 
21771680,0,ATCC 35218 
21771680,1,ATCC 6538 
21771413,0,ATCC 10281 
21764090,0,ATCC 55730 
21764090,1,ATCC 55730 
21764090,2,ATCC 9120 
21764090,3,ATCC 55730 
21764090,4,ATCC 55730 
21764090,5,ATCC 9120 
21764090,6,ATCC 55730 
21764090,7,ATCC 55730 
21764090,8,ATCC 55730 
21764090,9,ATCC 55730 
21763365,0,ATCC VR2385 
21761877,0,ATCC 43494 
21761877,1,ATCC 43494 
21761207,0,ATCC 52922 
21761207,1,ATCC 29231 
21761207,2,ATCC 29231 
21761207,3,ATCC 52922 
21757344,0,ATCC 24433 
21757344,1,ATCC 90030 
21757344,2,ATCC 750 
21757344,3,ATCC 34664 
21757344,4,ATCC 24433 
21757344,5,ATCC 90030 
21756192,0,ATCC  
21752604,0,ATCC 43526 
21748273,0,ATCC 50514 
21747153,0,ATCC 6538 
21746858,0,ATCC 9689 
21745695,0,ATCC 334 
21745695,1,ATCC 11842 
21742897,0,ATCC 29192 
21742897,1,ATCC 29192 
21742897,2,ATCC 29192 
21742891,0,ATCC 824 
21742878,0,ATCC 842 
21742582,0,ATCC 43300 
21742582,1,ATCC 43300 
21742550,0,ATCC 9245 
21742004,0,ATCC are 
21742004,1,ATCC were 
21741659,0,ATCC 25923 
21741659,1,ATCC 90028 
21740286,0,ATCC  
21740238,0,ATCC 35688 
21739265,0,ATCC 31749 
21738665,0,ATCC 27551 
21735989,0,ATCC collection 
21733966,0,ATCC 41323 
21732411,0,ATCC  
21731969,0,ATCC 8739 
21730117,0,ATCC 43504 
21729198,0,ATCC  
21725006,0,ATCC 10988 
21725006,1,ATCC 10988 
21725006,2,ATCC 10988 
21724959,0,ATCC 12905 
21724959,1,ATCC 12905 
21723403,0,ATCC 25 
21722296,0,ATCC 33913 
21721447,0,ATCC 25922 
21721447,1,ATCC 27853 
21721447,2,ATCC 25922 
21721447,3,ATCC 25922 
21721447,4,ATCC 25922 
21720554,0,ATCC 23344 
21720554,1,ATCC 23344 
21718504,0,ATCC bacterial 
21717322,0,ATCC 51192 
30731709,0,ATCC 52429 
21713570,0,ATCC 201253 
21712441,0,ATCC 29133 
21709084,0,ATCC strains 
21707881,0,ATCC 8042 
21705526,0,ATCC 14579 
21705444,0,ATCC 19041 
21705110,0,ATCC 14756 
21704418,0,ATCC 35586 
21704418,1,ATCC 35586 
21704418,2,ATCC 35586 
21704418,3,ATCC 35586 
21704418,4,ATCC 35586 
21704418,5,ATCC 35586 
21702740,0,ATCC 29213 
21700741,0,ATCC 10571 
21699558,0,ATCC 27729 
21699558,1,ATCC 27729 
21699071,0,ATCC 26695 
21698993,0,ATCC  
21698331,0,ATCC 51142 
21696884,0,ATCC 11859 
21696462,0,ATCC 27064 
21693461,0,ATCC 25922 
21693461,1,ATCC 29213 
21692631,0,ATCC 25586 
21687423,0,ATCC 43895 
21687423,1,ATCC 43895 
21687423,2,ATCC 43895 
21687423,3,ATCC 43895 
21685288,0,ATCC 31749 
21685288,1,ATCC 31749 
21685287,0,ATCC 49188 
21684654,0,ATCC  
21683465,0,ATCC 4698 
21682764,0,ATCC 33003 
21679737,0,ATCC 19606 
21676241,0,ATCC 29342 
21672225,0,ATCC 27405 
21671563,0,ATCC 39116 
21670917,0,ATCC 6538 
21670516,0,ATCC 31382 
21669535,0,ATCC 25923 
21669001,0,ATCC 24230 
21668520,0,ATCC 18804 
21664992,0,ATCC 201935 
21663329,0,ATCC 35319 
21660112,0,ATCC 15444 
21658104,0,ATCC 25611 
21656821,0,ATCC 42023 
21656821,1,ATCC 42023 
21656354,0,ATCC 25923 
21655985,0,ATCC 29253 
21655979,0,ATCC 25922 
21653768,0,ATCC 29213 
21653768,1,ATCC 29212 
21653768,2,ATCC 27853 
21653768,3,ATCC 25922 
21653768,4,ATCC 49247 
21653768,5,ATCC 49619 
21653768,6,ATCC 25923 
21651935,0,ATCC Vero 
21651846,0,ATCC 27853 
21651846,1,ATCC 27853 
21651845,0,ATCC 19606 
21651845,1,ATCC 19606 
21651845,2,ATCC 19606 
21651845,3,ATCC 19606 
21651845,4,ATCC 19606 
21651845,5,ATCC 19606 
21646482,0,ATCC 17978 
21643970,0,ATCC 6633 
21642933,0,ATCC 27853 
21642933,1,ATCC 27853 
21642459,0,ATCC BAA450 
21642396,0,ATCC 14579 
21641278,0,ATCC 1015 
21641278,1,ATCC 1015 
21641278,2,ATCC 10550 
21640802,0,ATCC 29814 
21636993,0,ATCC 55366 
21633709,0,ATCC 43143 
21633709,1,ATCC 43144 
21633709,2,ATCC 43143 
21633709,3,ATCC 43144 
21633709,4,ATCC 43143 
21633709,5,ATCC 43144 
21633709,6,ATCC 43143 
21633709,7,ATCC 43144 
21630572,0,ATCC 29213 
21628902,0,ATCC 13144 
21628902,1,ATCC 7159 
21628902,2,ATCC 13144 
21628902,3,ATCC 7159 
21628902,4,ATCC 9244 
21628902,5,ATCC 9628 
21628902,6,ATCC 15672 
21626209,0,ATCC 15697 
21624484,0,ATCC 6633 
21624484,1,ATCC 6538 
21624484,2,ATCC 29212 
21624484,3,ATCC 8739 
21624484,4,ATCC 13076 
21624484,5,ATCC 9027 
21624484,6,ATCC 10231 
23572758,0,ATCC 56676 
23572758,1,ATCC 56676 
23572758,2,ATCC 56676 
21623392,0,ATCC insulinoma 
21623253,0,ATCC 6538 
21623253,1,ATCC 9027 
21623253,2,ATCC 13880 
21623253,3,ATCC 36031 
21623253,4,ATCC 10231 
21622795,0,ATCC 14579 
21622795,1,ATCC 14579 
21622755,0,ATCC 35311 
21622738,0,ATCC 53608 
21622525,0,ATCC 13224 
21622525,1,ATCC 13224 
21620905,0,ATCC 14579 
21617348,0,ATCC 29004 
21615035,0,ATCC 25923 
21615035,1,ATCC 29212 
21615035,2,ATCC 25992 
21615035,3,ATCC 27853 
21615035,4,ATCC 23357 
21612612,0,ATCC 25922 
21612612,1,ATCC 8739 
21612612,2,ATCC 8739 
21609846,0,ATCC 53042 
21605178,0,ATCC 90028 
21605178,1,ATCC 90028 
21605178,2,ATCC 90028 
21602384,0,ATCC 35405 
21602384,1,ATCC 33520 
21602384,2,ATCC 33520 
21602384,3,ATCC 35405 
21602384,4,ATCC 33520 
21602384,5,ATCC 35405 
21602384,6,ATCC 35405 
21602384,7,ATCC 35405 
21602384,8,ATCC 33520 
21602384,9,ATCC 35405 
21602384,10,ATCC 35405 
21602384,11,ATCC 33520 
21602384,12,ATCC 35405 
21602379,0,ATCC 35702 
21602375,0,ATCC 25922 
21601382,0,ATCC 49782 
21601382,1,ATCC 49783 
21600233,0,ATCC 25285 
21599814,0,ATCC 27092 
21599814,1,ATCC 27139 
21599814,2,ATCC 27092 
21599814,3,ATCC 27092 
21599814,4,ATCC 27092 
21599814,5,ATCC 27139 
21598928,0,ATCC 24169 
21597057,0,ATCC strains 
21597057,1,ATCC strains 
21596526,0,ATCC 25923 
21596526,1,ATCC 25923 
21595790,0,ATCC 27294 
21591840,0,ATCC 10261 
21591840,1,ATCC 90030 
21591840,2,ATCC 750 
21585518,0,ATCC 10231 
21576447,0,ATCC 13047 
21576434,0,ATCC 19606 
21576434,1,ATCC 19606 
21576434,2,ATCC 19606 
21576434,3,ATCC 19606 
21575023,0,ATCC 4513 
21571940,0,ATCC 27340T 
21571935,0,ATCC 13032T 
21571935,1,ATCC 13032T 
21571059,0,ATCC 607 
21571059,1,ATCC 35734 
21569945,0,ATCC 11168 
21569941,0,ATCC 3584 
21567176,0,ATCC 13032 
21567153,0,ATCC 29544 
21566089,0,ATCC 750 
21566087,0,ATCC 2001 
21563698,0,ATCC  
21559529,0,ATCC 55730 
21559529,1,ATCC PTA 
21558504,0,ATCC Mycology 
21558504,1,ATCC 20505 
21558504,2,ATCC 20509 
21556922,0,ATCC 9027 
21556119,0,ATCC  
21555192,0,ATCC 19698 
21554806,0,ATCC 25 
21553813,0,ATCC 25923 
21553813,1,ATCC 25922 
21553813,2,ATCC 25923 
21553481,0,ATCC 25923 
21553481,1,ATCC 49619 
21553481,2,ATCC 29212 
21553084,0,ATCC 29927 
21551333,0,ATCC 33299 
21549350,0,ATCC 90028 
21549350,1,ATCC 2001 
21549045,0,ATCC 43996 
21547842,0,ATCC 15834 
21543581,0,ATCC 6258 
21543515,0,ATCC 1015 
21543515,1,ATCC 1015 
21538245,0,ATCC 19606 
21538245,1,ATCC 19606 
21538245,2,ATCC 19606 
21535612,0,ATCC 11229 
21535557,0,ATCC 10722 
21535557,1,ATCC 14028 
21535553,0,ATCC 25922 
21535491,0,ATCC  
21533781,0,ATCC 31749 
21533781,1,ATCC 31749 
21533590,0,ATCC 15175 
21531839,0,ATCC 12321 
21530675,0,ATCC 25755 
21530675,1,ATCC 824 
21530334,0,ATCC 29212 
21528775,0,ATCC 25923 
21528775,1,ATCC 14990 
21528775,2,ATCC 27853 
21528775,3,ATCC 25922 
21527470,0,ATCC 33277 
21527470,1,ATCC 33277 
21527469,0,ATCC 6633 
21520260,0,ATCC and 
21518847,0,ATCC 17978 
21518847,1,ATCC 17978 
21518847,2,ATCC 17978 
21518457,0,ATCC 11454 
21517738,0,ATCC strain 
21516397,0,ATCC  
21515718,0,ATCC 33147 
21515586,0,ATCC 15742 
21514795,0,ATCC 27853 
21512246,0,ATCC 43589 
21506502,0,ATCC 25923 
21506502,1,ATCC strains 
21502632,0,ATCC 90028 
21502615,0,ATCC 33591 
21502070,0,ATCC 19146 
21502070,1,ATCC 19146 
21502025,0,ATCC strains 
21502016,0,ATCC  
21502016,1,ATCC organisms 
21502016,2,ATCC organisms 
21501196,0,ATCC 19659 
21501196,1,ATCC 19659 
21497460,0,ATCC 27090 
21493682,0,ATCC 25586 
21493681,0,ATCC SL1344 
21493681,1,ATCC 14028 
21493681,2,ATCC 14028 
21493076,0,ATCC 6358 
21493076,1,ATCC 43330 
21493076,2,ATCC strain 
21489660,0,ATCC 19420 
21489660,1,ATCC 19542 
21489584,0,ATCC 25922 
21489272,0,ATCC 25923 
21489272,1,ATCC 25923 
21489135,0,ATCC 6260 
21487727,0,ATCC haplotypes 
21486206,0,ATCC 27294 
21485855,0,ATCC 35218 
21482487,0,ATCC 13883 
21479716,0,ATCC 25175 
21477470,0,ATCC 25922 
21477470,1,ATCC 10376 
21477181,0,ATCC 10231 
21474766,0,ATCC 6538 
21472535,0,ATCC 31749 
21472535,1,ATCC 31749 
21470574,0,ATCC 3584 
21470574,1,ATCC 6538 
21470574,2,ATCC 25175 
21470574,3,ATCC 19615 
21470574,4,ATCC 10536 
21470574,5,ATCC 10231 
21470574,6,ATCC 3584 
21470297,0,ATCC 19718 
21470297,1,ATCC 25196 
21468208,0,ATCC 19698 
21466954,0,ATCC 9027 
21466954,1,ATCC 25923 
21466954,2,ATCC 25922 
21462837,0,ATCC 25923 
21462837,1,ATCC 6538 
21462837,2,ATCC 25913 
21462837,3,ATCC 25922 
21462837,4,ATCC 35218 
21462837,5,ATCC 19112 
21462837,6,ATCC 11778 
21462837,7,ATCC 10231 
21462837,8,ATCC 16404 
21460082,0,ATCC 27405 
21457621,0,ATCC 25922 
21457621,1,ATCC 25923 
21456054,0,ATCC 22214 
21455663,0,ATCC VR106 
21455592,0,ATCC 4359 
21455592,1,ATCC 4359 
21452374,0,ATCC 1255 
21452374,1,ATCC 10231 
21451978,0,ATCC BAA 
21450443,0,ATCC 6538 
24250366,0,ATCC 9854 
24250366,1,ATCC 39392 
24031657,0,ATCC 43 
21445014,0,ATCC 51142 
21442501,0,ATCC 10149 
21441690,0,ATCC 19606 
21441690,1,ATCC revealed 
21441518,0,ATCC 49242 
21439219,0,ATCC 35801 
21437583,0,ATCC 43504 
21435088,0,ATCC 43504 
21435085,0,ATCC 43504 
21435033,0,ATCC 39006 
21426978,0,ATCC 25523 
21426337,0,ATCC 51449 
21425692,0,ATCC 12228 
21425692,1,ATCC 6633 
21425692,2,ATCC 25922 
21425692,3,ATCC 10259 
21425692,4,ATCC 24433 
21425679,0,ATCC 7159 
21425672,0,ATCC strains 
21425672,1,ATCC  
21422224,0,ATCC 15442 
21422203,0,ATCC 27853 
21421245,0,ATCC  
21421237,0,ATCC  
21419297,0,ATCC 29212 
21418628,0,ATCC 14028s 
21417744,0,ATCC 29669 
21417744,1,ATCC 9372 
21417744,2,ATCC 29669 
21417744,3,ATCC 9372 
21417413,0,ATCC 6538 
21417413,1,ATCC 10231 
21414939,0,ATCC strains 
21414146,0,ATCC 27294 
21410992,0,ATCC 35149 
21406375,0,ATCC 14028 
21406364,0,ATCC 27374 
21406364,1,ATCC 81176 
21406364,2,ATCC 43675 
21406118,0,ATCC strains 
21406118,1,ATCC 29213 
21404212,0,ATCC 27562 
21404212,1,ATCC 27562 
21404211,0,ATCC 11700 
21404211,1,ATCC 14579 
21399728,0,ATCC  
21399583,0,ATCC strains 
21399583,1,ATCC strains 
21398499,0,ATCC 33761 
21396813,0,ATCC 1009 
21396108,0,ATCC 35937 
21396108,1,ATCC 19865 
21393185,0,ATCC 27294 
21393180,0,ATCC 35218 
21393180,1,ATCC 35218 
21393180,2,ATCC 35218 
21393141,0,ATCC 29213 
21393140,0,ATCC 43255 
21393140,1,ATCC 43255 
21393050,0,ATCC 36031 
21393050,1,ATCC 10231 
21393050,2,ATCC 50370 
21391503,0,ATCC  
21391503,1,ATCC 43598 
21391503,2,ATCC 43598 
21387845,0,ATCC 29425 
21386968,0,ATCC 19606 
21386968,1,ATCC 19606 
21386900,0,ATCC 49405 
21385202,0,ATCC 43037 
21382653,0,ATCC 27294 
21380603,0,ATCC 17484 
21375708,0,ATCC 33323 
21375550,0,ATCC 25923 
21375130,0,ATCC 33591 
21375130,1,ATCC 25923 
21370474,0,ATCC 13032 
21370473,0,ATCC 824 
21369995,0,ATCC 25175 
21369995,1,ATCC 33478 
21367525,0,ATCC  
21367479,0,ATCC 3502 
21367479,1,ATCC 3502 
21365447,0,ATCC 16266 
21364985,0,ATCC 51142 
21361117,0,ATCC strains 
21358765,0,ATCC 49213 
21358761,0,ATCC 10261 
21358761,1,ATCC 90030 
21357460,0,ATCC 19208 
21357430,0,ATCC 10987 
21357430,1,ATCC 14579 
21357428,0,ATCC 33815 
21357428,1,ATCC 33815 
21357428,2,ATCC 33815 
21357293,0,ATCC 22019 
21357293,1,ATCC 6258 
21356455,0,ATCC 19116 
21354707,0,ATCC 90028 
21352581,0,ATCC 9046 
26781497,0,ATCC 35098 
26781497,1,ATCC 33806 
26760555,0,ATCC 25922 
26760555,1,ATCC 7953 
26760555,2,ATCC 25922 
26760555,3,ATCC 7953 
21349983,0,ATCC 43255 
21349983,1,ATCC 43255 
21349983,2,ATCC 43255 
21349327,0,ATCC 51958 
21349327,1,ATCC 25417 
21349327,2,ATCC 51958 
21344361,0,ATCC 25923 
21344361,1,ATCC 12228 
21344162,0,ATCC  
21343442,0,ATCC 12228 
21342532,0,ATCC 17978 
21342467,0,ATCC 27064 
21339985,0,ATCC 29347 
21335380,0,ATCC 824 
21335044,0,ATCC 49417 
21335044,1,ATCC 49417 
21333149,0,ATCC 700408 
21333003,0,ATCC 700669 
21330140,0,ATCC 25923 
21330140,1,ATCC 25923 
21329825,0,ATCC 29212 
21327406,0,ATCC 201253 
21326597,0,ATCC 29213 
21319713,0,ATCC 15834 
21317261,0,ATCC 8293 
21315984,0,ATCC 14579 
21314204,0,ATCC  
21310405,0,ATCC 11303 
21310405,1,ATCC 14581 
21310405,2,ATCC 13883 
21310405,3,ATCC 29212 
21309717,0,ATCC 25611 
21309653,0,ATCC PTA 
21308395,0,ATCC 27952 
21308395,1,ATCC 27952 
21307599,0,ATCC 31382 
21306085,0,ATCC 55730 
21306085,1,ATCC PTA 
21304715,0,ATCC 49037 
21302148,0,ATCC 31749 
21302148,1,ATCC 31749 
21302148,2,ATCC 31749 
21299130,0,ATCC 35218 
21299130,1,ATCC 43300 
21299119,0,ATCC 15834 
21299119,1,ATCC 15834 
21299119,2,ATCC 15834 
21298318,0,ATCC 9372 
21296930,0,ATCC 68554 
21296930,1,ATCC 68554 
21296930,2,ATCC 68554 
21294399,0,ATCC 13048 
21294399,1,ATCC 25922 
21294399,2,ATCC 27736 
21294399,3,ATCC 13311 
21294399,4,ATCC 27853 
21293894,0,ATCC 25923 
21291979,0,ATCC 10145 
21289435,0,ATCC 19166 
21289435,1,ATCC 8739 
21289435,2,ATCC 43888 
21289435,3,ATCC 6538 
21288486,0,ATCC 25922 
21288486,1,ATCC 700324 
21288481,0,ATCC 19606 
21288481,1,ATCC 19606 
21288481,2,ATCC 19606 
21284892,0,ATCC 824 
21284892,1,ATCC 824 
21284892,2,ATCC 824 
21284892,3,ATCC 824 
21284387,0,ATCC 29133 
21282897,0,ATCC 33668 
21282897,1,ATCC 49743 
21282457,0,ATCC 22019 
21280028,0,ATCC 700394 
21278268,0,ATCC 14579 
21276937,0,ATCC 27074 
21274657,0,ATCC 24202 
21271628,0,ATCC 13368 
21269424,0,ATCC strains 
21268892,0,ATCC 13032 
21268582,0,ATCC 50013 
21268582,1,ATCC 51302 
21268582,2,ATCC 27553 
21268582,3,ATCC 25923 
21268582,4,ATCC 23631 
21268582,5,ATCC 49619 
21266989,0,ATCC 51142 
21264486,0,ATCC 28707 
21264486,1,ATCC 28707 
21264486,2,ATCC 28707 
21264486,3,ATCC 28707 
21264216,0,ATCC collection 
21257697,0,ATCC 21884 
21257697,1,ATCC 43632 
21255433,0,ATCC strains 
21255307,0,ATCC 14579 
21255080,0,ATCC 9027 
21255070,0,ATCC 14207 
21255070,1,ATCC 23564 
21254728,0,ATCC 13032 
21253822,0,ATCC 15305 
21253822,1,ATCC 35552 
21253822,2,ATCC 49907 
21253822,3,ATCC 35552 
21253822,4,ATCC 49907 
21253822,5,ATCC 49907 
21251840,0,ATCC 29213 
21251840,1,ATCC 6633 
21251840,2,ATCC 10231 
21251840,3,ATCC 8739 
21251174,0,ATCC 15521 
21251174,1,ATCC 19443 
21250667,0,ATCC 700178 
21250569,0,ATCC 90028 
21245264,0,ATCC 33277 
21243821,0,ATCC 700603 
21243821,1,ATCC 25922 
21243516,0,ATCC 35984 
21239559,0,ATCC 9759 
21239550,0,ATCC 6633 
21238783,0,ATCC 12228 
21236486,0,ATCC cell 
21236322,0,ATCC 12228 
21233545,0,ATCC 8739 
21233545,1,ATCC 10832 
21229377,0,ATCC 31461 
21225196,0,ATCC strain 
21223363,0,ATCC 33693 
21221930,0,ATCC 17909 
