,match,0
27456714,1,ATCC reference 
27452156,0,ATCC 33277 
27451085,0,ATCC 700306 
27451085,1,ATCC 700306 
27451085,2,ATCC 700306 
27451085,3,ATCC 700306 
27449542,0,ATCC 19606 
27449542,1,ATCC 19606 
27449234,0,ATCC 49226 
27448237,0,ATCC 51541 
27448237,1,ATCC 700053 
27447650,0,ATCC 25922 
27447650,1,ATCC 25923 
27447650,2,ATCC 46645 
27447650,3,ATCC FF5 
27447650,4,ATCC 10231 
27444886,0,ATCC 19606 
27444886,1,ATCC 19606 
27443590,0,ATCC 38548 
27442261,0,ATCC 12633 
27442261,1,ATCC 12633 
27438008,0,ATCC 6538 
27438008,1,ATCC 9027 
27437362,0,ATCC 25922 
27435750,0,ATCC 25923 
27435750,1,ATCC 25922 
27435538,0,ATCC 19435 
27435538,1,ATCC 19435 
27435538,2,ATCC 19435 
27432414,0,ATCC 25922 
27432414,1,ATCC 27853 
27430507,0,ATCC 12228 
27428960,0,ATCC 15834 
27429725,0,ATCC 90028 
27429725,1,ATCC 90028 
27429725,2,ATCC 6258 
27429725,3,ATCC 13803 
27422836,0,ATCC 25285 
27422836,1,ATCC 13124 
27422166,0,ATCC 35405 
27422166,1,ATCC 35405 
27422166,2,ATCC 35405 
27421857,0,ATCC 15442 
27421857,1,ATCC 11229 
27421857,2,ATCC 14028 
27421190,0,ATCC 11145 
27420472,0,ATCC 43300 
27419061,0,ATCC V583 
27411034,0,ATCC 5637 
27405106,0,ATCC 90 
27402782,0,ATCC 12555 
27402782,1,ATCC 35149 
27401815,0,ATCC  
27400988,0,ATCC  
27400920,0,ATCC 10657 
27400878,0,ATCC 10987 
27400878,1,ATCC 90028 
27398170,0,ATCC 29212 
27396922,0,ATCC 49568 
27396922,1,ATCC 49568 
27396922,2,ATCC 49568 
27396922,3,ATCC 49568 
27396378,0,ATCC 6538 
27393432,0,ATCC 6538 
27391488,0,ATCC 25923 
27386310,0,ATCC 25922 
27386310,1,ATCC 25923 
27385977,0,ATCC 43431 
27384949,0,ATCC 35984 
27382533,0,ATCC  
27382430,0,ATCC 33509 
27382430,1,ATCC 33509 
27381521,0,ATCC 49141 
27381035,0,ATCC 33478T 
27376794,0,ATCC 4356 
27376794,1,ATCC 4356 
27375748,0,ATCC 9689 
27375568,0,ATCC 10987 
27375559,0,ATCC 6841 
27375559,1,ATCC 12478 
27374383,0,ATCC 51266T 
27371347,0,ATCC 13032 
27364006,0,ATCC 32222 
27357708,0,ATCC strains 
27356527,0,ATCC 23270 
27355584,0,ATCC 14028 
27354442,0,ATCC 51700 
27354442,1,ATCC 51700 
27354442,2,ATCC 51700 
27354442,3,ATCC 33277 
27354442,4,ATCC 51700 
27354442,5,ATCC 33277 
27353266,0,ATCC 43300 
27353144,0,ATCC PTA 
27350166,0,ATCC 10231 
27350166,1,ATCC 22019 
27342422,0,ATCC 14917 
27340076,0,ATCC strain 
27339315,0,ATCC 4973 
27339305,0,ATCC 15442 
27337492,0,ATCC 29544 
27337492,1,ATCC 29544 
27334534,0,ATCC 43058T 
27334534,1,ATCC 43058T 
27333300,0,ATCC 43300 
27330531,0,ATCC strains 
27330275,0,ATCC 43300 
27330275,1,ATCC 33591 
27330275,2,ATCC 49476 
27321915,0,ATCC 14579 
27321915,1,ATCC 14579 
27321915,2,ATCC 14579 
27321770,0,ATCC and 
27321153,0,ATCC 824 
27317410,0,ATCC 43894 
27317410,1,ATCC 43894 
27312988,0,ATCC Vibrio 
27312552,0,ATCC 25557 
27309978,0,ATCC reference 
27309534,0,ATCC 51142 
27307973,0,ATCC 9027 
27305971,0,ATCC 6051a 
27305971,1,ATCC 6051a 
27305971,2,ATCC 6051a 
27305971,3,ATCC 6051a 
27302759,0,ATCC 25755 
27302758,0,ATCC 29413 
27302036,0,ATCC 200175 
27295972,0,ATCC 23726 
27295972,1,ATCC 23726 
27294912,0,ATCC 27833 
28773600,0,ATCC 11859 
27294417,0,ATCC 202155 
27285383,0,ATCC  
27272929,0,ATCC 10987 
27272929,1,ATCC 14579 
27270274,0,ATCC 25922 
27267248,0,ATCC 13308 
27262567,0,ATCC 7050 
27262294,0,ATCC 29212 
27261167,0,ATCC 7644 
27261167,1,ATCC 7644 
27260143,0,ATCC 9790 
27260143,1,ATCC 700914 
27260143,2,ATCC 19434 
27260143,3,ATCC 9790 
27260143,4,ATCC 19432 
27259358,0,ATCC series 
27259358,1,ATCC series 
27259292,0,ATCC 6919T 
27257211,0,ATCC 31255 
27257031,0,ATCC 700082T 
27255137,0,ATCC 13032 
27253495,0,ATCC 25922 
27247773,0,ATCC 10798 
27247772,0,ATCC 29213 
27247772,1,ATCC 6538 
27242750,0,ATCC 29133 
28901070,0,ATCC 29213 
28901070,1,ATCC 33591 
28901070,2,ATCC 25922 
27240332,0,ATCC 25922 
27240332,1,ATCC 25922 
27240272,0,ATCC 25177 
27239017,0,ATCC 29213 
27237830,0,ATCC 1034 
27237426,0,ATCC 19115 
27237426,1,ATCC 19112 
27237426,2,ATCC 19115 
27237426,3,ATCC 19112 
27234880,0,ATCC 19606 
27232977,0,ATCC 24067 
27231376,0,ATCC 51457 
27231371,0,ATCC 49403 
27231369,0,ATCC 700603 
27231369,1,ATCC 700603 
27231364,0,ATCC 49760 
27230401,0,ATCC 824 
27230401,1,ATCC 824 
27230401,2,ATCC 824 
27230401,3,ATCC 824 
27230401,4,ATCC 824 
27227336,0,ATCC 49619 
27223845,0,ATCC 29149 
27223845,1,ATCC 35913 
27223845,2,ATCC 29149 
27223845,3,ATCC 35913 
27223845,4,ATCC 35913 
27222042,0,ATCC 17978 
27217921,0,ATCC 19977 
27216052,0,ATCC 15151 
27214512,0,ATCC cells 
27214294,0,ATCC 49136 
27214294,1,ATCC 49136 
27214292,0,ATCC 27348 
27213844,0,ATCC 824 
27212840,0,ATCC 35668 
27212840,1,ATCC 49456 
27212840,2,ATCC 13419 
27211073,0,ATCC 33787 
27209234,0,ATCC 9244 
27209178,0,ATCC 9945 
27209178,1,ATCC 9945 
27206529,0,ATCC 13525 
27206520,0,ATCC 10712 
27198010,0,ATCC 55737 
27196901,0,ATCC 27294 
27196901,1,ATCC  
27196901,2,ATCC  
27196901,3,ATCC  
27195252,0,ATCC 27294 
27192211,0,ATCC 14028 
27191163,0,ATCC 35218 
27190244,0,ATCC 35072 
27190142,0,ATCC 14579 
27189374,0,ATCC 8739 
27189374,1,ATCC 6538 
27189374,2,ATCC 9027 
27189351,0,ATCC 13950T 
27189351,1,ATCC 13950T 
27189121,0,ATCC 33591 
27184263,0,ATCC 10231 
27181333,0,ATCC 10549 
27181333,1,ATCC 10549 
27179817,0,ATCC 19606 
27179817,1,ATCC 19606 
27179817,2,ATCC 19606 
27179817,3,ATCC 19606 
27178926,0,ATCC 25923 
27178797,0,ATCC 29413 
27173333,0,ATCC 7966 
27173292,0,ATCC 12472 
27173292,1,ATCC 12472 
27173292,2,ATCC 12472 
27173292,3,ATCC 12472 
27173151,0,ATCC 43300 
27171073,0,ATCC 24433 
27171073,1,ATCC 10231 
27171073,2,ATCC 34664 
27171073,3,ATCC 10578 
27166572,0,ATCC strain 
27166532,0,ATCC 6051 
27166532,1,ATCC 29213 
27163891,0,ATCC  
27162389,0,ATCC 43300 
27162389,1,ATCC 43300 
27161642,0,ATCC 49226 
27160290,0,ATCC 10231 
27160290,1,ATCC 10231 
27158390,0,ATCC  
27155566,0,ATCC 43300 
27154760,0,ATCC 9046 
27154570,0,ATCC 21399 
27154556,0,ATCC 27749T 
27154556,1,ATCC 27768T 
27154455,0,ATCC 51760T 
27154455,1,ATCC 11040T 
27151802,0,ATCC 15439 
27150347,0,ATCC and 
27150292,0,ATCC 11166T 
32262972,0,ATCC 25923 
32262972,1,ATCC 43300 
32262972,2,ATCC 35984 
32262972,3,ATCC 25922 
32262972,4,ATCC 27853 
32262972,5,ATCC 12228 
27149540,0,ATCC 13096 
27146910,0,ATCC 10231 
27142271,0,ATCC 33076 
27137748,0,ATCC 9341 
27137748,1,ATCC 29213 
27137748,2,ATCC 25922 
27137748,3,ATCC 27853 
27137499,0,ATCC 19725 
27135005,0,ATCC 25175 
27135005,1,ATCC 7073 
27135003,0,ATCC  
27133223,0,ATCC and 
27132847,0,ATCC 10897 
27131738,0,ATCC 9885 
27130089,0,ATCC 12228 
27126386,0,ATCC BAA2555T 
27126251,0,ATCC 13725T 
27125480,0,ATCC 51384 
27119588,0,ATCC 29212 
27118777,0,ATCC 25922 
27118478,0,ATCC 25586 
27118478,1,ATCC 49456 
27118478,2,ATCC 33563 
27118478,3,ATCC 33277 
27118478,4,ATCC 25975 
27118478,5,ATCC 25175 
27118478,6,ATCC 33277 
27118478,7,ATCC 25586 
27118478,8,ATCC 33563 
27118478,9,ATCC 25975 
27118478,10,ATCC 25175 
27118478,11,ATCC 49456 
27117861,0,ATCC 43650 
27117861,1,ATCC 43650 
27116707,0,ATCC 112 
27115332,0,ATCC 25922 
27115332,1,ATCC 6538 
27114905,0,ATCC  
27114694,0,ATCC 34574 
27113589,0,ATCC 9027 
27113589,1,ATCC 9027 
27112927,0,ATCC strains 
27110232,0,ATCC 6538 
27110232,1,ATCC 10536 
27109449,0,ATCC  
27104984,0,ATCC PTA 
27104834,0,ATCC generic 
27104348,0,ATCC 8688a 
27104348,1,ATCC 18419 
27103707,0,ATCC strain 
27102127,0,ATCC 53103 
27102127,1,ATCC 25175 
27102127,2,ATCC 9811 
27099618,0,ATCC  
27096537,0,ATCC PTA 
27094263,0,ATCC 11454 
27094263,1,ATCC 14365 
27094263,2,ATCC 14365 
27094263,3,ATCC 11454 
27088668,0,ATCC 49369 
27088668,1,ATCC 49369 
27086652,0,ATCC 15697 
27086303,0,ATCC strains 
27085593,0,ATCC 19606 
27084007,0,ATCC 15697 
27079981,0,ATCC 53993 
27079981,1,ATCC 53993 
27079981,2,ATCC 53993 
27074855,0,ATCC 25922 
27074855,1,ATCC 6633 
27073642,0,ATCC 25175 
27072286,0,ATCC 36386 
27071774,0,ATCC 28188 
27071671,0,ATCC 58784 
27071671,1,ATCC 58785 
27071671,2,ATCC 58785 
27071651,0,ATCC 8482 
27070198,0,ATCC 700699 
27067318,0,ATCC 17978 
27065237,0,ATCC 42981 
27065237,1,ATCC 42981 
27065237,2,ATCC 42981 
27065237,3,ATCC 42981 
27064460,0,ATCC 30859 
27064460,1,ATCC 30859 
27058385,0,ATCC  
27058385,1,ATCC strains 
27058385,2,ATCC strains 
27058385,3,ATCC strains 
27058327,0,ATCC 25618 
27058327,1,ATCC 25177 
27056470,0,ATCC 14869 
27056470,1,ATCC 14869 
27056470,2,ATCC 14869 
27056232,0,ATCC 33277 
27056218,0,ATCC 31823 
27054912,0,ATCC 31523 
27054861,0,ATCC 21293 
27054861,1,ATCC 3268 
27054861,2,ATCC 25923 
27052874,0,ATCC 14028 
27052874,1,ATCC 14028 
27052874,2,ATCC 14028 
27052874,3,ATCC 14028 
27052860,0,ATCC 53647 
27052857,0,ATCC 8459 
27052715,0,ATCC PTA 
27052699,0,ATCC 7953 
27050143,0,ATCC 10798 
27050143,1,ATCC 10798 
27049131,0,ATCC 9950 
27049131,1,ATCC 9950 
27047463,0,ATCC 13883 
27045200,0,ATCC 9723 
27042015,0,ATCC 49979 
27040530,0,ATCC 9642 
27040269,0,ATCC 8482 
27040269,1,ATCC 8482 
27040269,2,ATCC 8482 
27039339,0,ATCC 27294 
27039167,0,ATCC 43767 
27038943,0,ATCC 9058 
27038508,0,ATCC 13124 
27037692,0,ATCC 12046 
27037121,0,ATCC 39116 
27037121,1,ATCC 39116 
27034483,0,ATCC  
27034483,1,ATCC clone 
27033169,0,ATCC 12228 
27033169,1,ATCC 10538 
27033169,2,ATCC 9341 
27032997,0,ATCC 25175 
27032997,1,ATCC 9811 
27032997,2,ATCC 25586 
27032997,3,ATCC 33277 
27031100,0,ATCC 13950 
27029221,0,ATCC 25923 
27029221,1,ATCC 25923 
27023915,0,ATCC 15155 
27021243,0,ATCC 33277 
27021243,1,ATCC 33277 
27020299,0,ATCC 27294 
27020284,0,ATCC 43300 
27019560,0,ATCC 36801 
27019560,1,ATCC 10231 
27018325,0,ATCC 29521 
27018325,1,ATCC 29065 
27018325,2,ATCC 29236 
27018325,3,ATCC 27766 
27018325,4,ATCC 23745 
27018325,5,ATCC 43255 
27018325,6,ATCC 393 
27014245,0,ATCC C 
27014198,0,ATCC 6538 
27013049,0,ATCC 12647 
27013048,0,ATCC 21022 
27013048,1,ATCC and 
27012738,0,ATCC 33291 
27012208,0,ATCC 11224 
27012208,1,ATCC 6623 
27010592,0,ATCC 53582 
27010592,1,ATCC 53582 
27010592,2,ATCC 53582 
27010592,3,ATCC 53582 
27010592,4,ATCC 53582 
27010574,0,ATCC 39006 
27010208,0,ATCC 43269 
27009305,0,ATCC 10953 
27009305,1,ATCC 33384 
27009305,2,ATCC 33277 
27009305,3,ATCC 25175 
27007561,0,ATCC 28189 
27007561,1,ATCC 11481 
27006659,0,ATCC 33591 
27005666,0,ATCC 35218 
27005666,1,ATCC 9027 
27005666,2,ATCC 12228 
27005666,3,ATCC 17978 
27005666,4,ATCC 12459 
27005666,5,ATCC 13883 
27005666,6,ATCC 43300 
27005666,7,ATCC 25923 
27004429,0,ATCC and 
27004035,0,ATCC 13932 
27004035,1,ATCC 49444 
27004035,2,ATCC 25922 
27004035,3,ATCC 14028 
27004035,4,ATCC 10231 
27002525,0,ATCC PTA 
27001972,0,ATCC 824 
27001819,0,ATCC 19606 
27001819,1,ATCC 17978 
27001604,0,ATCC 50982 
26998627,0,ATCC A894 
26998627,1,ATCC 25922 
26998253,0,ATCC 29213 
26998253,1,ATCC 13883 
26998253,2,ATCC 19606 
26998253,3,ATCC 27853 
26998253,4,ATCC 19606R 
26995608,0,ATCC 6872 
26995608,1,ATCC 6872 
26995533,0,ATCC 30010 
26995135,0,ATCC 11842 
26995104,0,ATCC 10231 
26994761,0,ATCC 16404 
26994761,1,ATCC 10231 
26992903,0,ATCC 39073 
26991971,0,ATCC 14917T 
26989505,0,ATCC 20235 
26988049,0,ATCC 7378 
26988049,1,ATCC 15791 
26987627,0,ATCC  
26987627,1,ATCC  
29468116,0,ATCC 23270 
26985400,0,ATCC 43300 
26981759,0,ATCC 51299 
26983053,0,ATCC 6538 
26983053,1,ATCC 13311 
26981361,0,ATCC 200269 
26978486,0,ATCC 43762T 
26978036,0,ATCC 39419T 
26975771,0,ATCC 25923 
26973622,0,ATCC PTA 
26973622,1,ATCC 53608 
26973622,2,ATCC PTA 
26973622,3,ATCC PTA 
26973622,4,ATCC 53608 
26973605,0,ATCC 25922 
26973605,1,ATCC 700699 
26973605,2,ATCC 25922 
26971814,0,ATCC 8739 
26971814,1,ATCC 6633 
26971277,0,ATCC 25923 
26971277,1,ATCC 25922 
26967007,0,ATCC W3110 
26967007,1,ATCC 19433 
26966203,0,ATCC 10788 
26966203,1,ATCC 10657 
26966203,2,ATCC 90781 
26966203,3,ATCC 10788 
26966203,4,ATCC 10657 
26966203,5,ATCC 10788 
26966203,6,ATCC 10657 
26965726,0,ATCC BAA 
26955620,0,ATCC 23344 
26954570,0,ATCC 8739 
26954218,0,ATCC 4698 
26954218,1,ATCC 6633 
26954218,2,ATCC 19115 
26954218,3,ATCC 43971 
26953526,0,ATCC 25 
26953526,1,ATCC 25 
26950732,0,ATCC 484 
26950732,1,ATCC 482 
26950732,2,ATCC 484 
26950732,3,ATCC 482 
26949840,0,ATCC 25922 
26949840,1,ATCC 33658 
26946375,0,ATCC 25922 
26946375,1,ATCC 706003 
26946375,2,ATCC 25923 
26946375,3,ATCC 6051 
26946375,4,ATCC 25923 
26946055,0,ATCC 6633 
26946055,1,ATCC 25922 
26946055,2,ATCC 43895 
26945590,0,ATCC 19111 
26944847,0,ATCC 35150 
26944847,1,ATCC 43889 
26944847,2,ATCC 43890 
26944847,3,ATCC 43895 
26944798,0,ATCC 39727 
26944798,1,ATCC 39727 
26944798,2,ATCC 39727 
26944798,3,ATCC 39727T 
26941133,0,ATCC 10859 
26940198,0,ATCC 33277 
26940198,1,ATCC 33277 
26934919,0,ATCC 33257 
26931244,0,ATCC 25922 
26930710,0,ATCC 25586 
26930710,1,ATCC 23726 
26930710,2,ATCC 10953 
26930710,3,ATCC 10953 
26930710,4,ATCC 25586 
26929622,0,ATCC 29213 
26925774,0,ATCC 12633 
26925774,1,ATCC 12633 
26925601,0,ATCC 53103 
26925601,1,ATCC 4356 
26924392,0,ATCC 19606 
26924239,0,ATCC 19414 
26923748,0,ATCC 25586 
26923748,1,ATCC 25586 
26922853,0,ATCC  
26922415,0,ATCC 367 
30263260,0,ATCC 8293 
30263260,1,ATCC 8293 
30263260,2,ATCC 8293 
26919821,0,ATCC 12980 
26914251,0,ATCC 15333 
26914251,1,ATCC 15333 
26913580,0,ATCC  
26913493,0,ATCC 27536 
26913493,1,ATCC 53103 
26912322,0,ATCC 21332 
26912322,1,ATCC 21332 
26911647,0,ATCC 10231 
26911647,1,ATCC 1022 
26911647,2,ATCC 9533 
26910023,0,ATCC 19606 
26910015,0,ATCC 29212 
26907753,0,ATCC 29212 
26907753,1,ATCC 25923 
26907753,2,ATCC 29213 
26907753,3,ATCC 6538 
26907753,4,ATCC 13076 
26907753,5,ATCC 68169 
26907235,0,ATCC 29213 
26907235,1,ATCC 25923 
26907235,2,ATCC 6538 
26905484,0,ATCC 23769 
26904019,0,ATCC reference 
26903975,0,ATCC 33913 
26903975,1,ATCC 33913 
26903975,2,ATCC 33913 
26902690,0,ATCC 29133 
26898409,0,ATCC 25795 
26898409,1,ATCC 25795 
26896170,0,ATCC 27774 
26893427,0,ATCC 10558 
26893427,1,ATCC 10558 
26893416,0,ATCC 10712 
26893413,0,ATCC 43700 
26893413,1,ATCC 43700 
26893411,0,ATCC 35681 
26893408,0,ATCC 53525 
26892358,0,ATCC 21433 
26889054,0,ATCC 7953 
26889054,1,ATCC 35021 
26889054,2,ATCC 700005 
26886276,0,ATCC 9341 
26883392,0,ATCC 29213 
26883146,0,ATCC  
26883123,0,ATCC 10988 
26882267,0,ATCC 25196 
26879960,0,ATCC 20611 
26877648,0,ATCC 8293 
26877648,1,ATCC 8293 
26876354,0,ATCC 51973 
26876354,1,ATCC 51973 
26875647,0,ATCC 25 
30123610,0,ATCC 25923 
30123610,1,ATCC 11778 
30123610,2,ATCC 9027 
30123610,3,ATCC 35218 
26872882,0,ATCC 19606 
26872882,1,ATCC 19606 
26871983,0,ATCC 25175 
26870026,0,ATCC strains 
26868585,0,ATCC 393 
26864989,0,ATCC 22019 
26864941,0,ATCC 25923 
26864941,1,ATCC 19570 
26864941,2,ATCC 27853 
26864941,3,ATCC 27853 
26864941,4,ATCC 27853 
26864272,0,ATCC 13368 
26863255,0,ATCC 29521 
26863255,1,ATCC 29521 
26863255,2,ATCC 29521 
26863255,3,ATCC 29521 
26861975,0,ATCC 9372 
26861975,1,ATCC 18804 
26860427,0,ATCC 25324 
26859761,0,ATCC 53103 
26858702,0,ATCC 49188 
26855743,0,ATCC 27853 
26855737,0,ATCC 25922 
26855670,0,ATCC 27405 
26855668,0,ATCC 25923 
26855668,1,ATCC 9341 
26855668,2,ATCC 25922 
26855668,3,ATCC 27853 
26855668,4,ATCC 10231 
26855668,5,ATCC MYA 
26855668,6,ATCC 22019 
26855125,0,ATCC 17483 
26850719,0,ATCC 27853 
26850700,0,ATCC 32264 
26850700,1,ATCC 10231 
26850700,2,ATCC 44752 
26850700,3,ATCC 25923 
26849903,0,ATCC reference 
26849694,0,ATCC 25922 
26849694,1,ATCC 25922 
26849051,0,ATCC 393 
26848704,0,ATCC panel 
26844762,0,ATCC 12022 
26844762,1,ATCC 25923 
26843282,0,ATCC 35896 
26840841,0,ATCC 13076 
26838869,0,ATCC 25922 
26838869,1,ATCC 25923 
26837748,0,ATCC 6249 
26837748,1,ATCC 6249 
26833442,0,ATCC 29213 
26833442,1,ATCC 43300 
26833157,0,ATCC 43300 
26828469,0,ATCC 15442 
26828469,1,ATCC 25922 
26828469,2,ATCC 13315 
28871684,0,ATCC 27853 
26825819,0,ATCC 15442 
26825819,1,ATCC 9144 
26825819,2,ATCC 9144 
26825819,3,ATCC 15442 
26825819,4,ATCC 15442 
26825819,5,ATCC 15442 
26825005,0,ATCC 27142 
26824841,0,ATCC 6538 
26824841,1,ATCC 43895 
26824520,0,ATCC 27853 
26824520,1,ATCC 5129 
26824520,2,ATCC 700603 
26824520,3,ATCC 43300 
26823660,0,ATCC 90028 
26823660,1,ATCC 29212 
26823373,0,ATCC 15697 
26818991,0,ATCC 35150 
26818991,1,ATCC 43895 
26818991,2,ATCC 43889 
26818991,3,ATCC 25922 
26818633,0,ATCC 53714 
26817532,0,ATCC 74040 
26815858,0,ATCC 43504 
26814669,0,ATCC 27064 
26814030,0,ATCC 824 
26808611,0,ATCC 7953 
26807714,0,ATCC 12648 
26805974,0,ATCC 13311 
26805579,0,ATCC 25922 
26805011,0,ATCC 9714 
26804932,0,ATCC 21245 
26803821,0,ATCC 25922 
26801669,0,ATCC 8041 
26801253,0,ATCC 13032 
26801208,0,ATCC 10231 
26801208,1,ATCC 90030 
26801208,2,ATCC 25175 
26800339,0,ATCC 27872 
26798102,0,ATCC 10708 
26798102,1,ATCC 9120 
26796584,0,ATCC 90030 
26790714,0,ATCC 334 
26790712,0,ATCC 3336 
26788798,0,ATCC 27562 
26788319,0,ATCC 7644 
26788319,1,ATCC 29213 
26788319,2,ATCC 3510 
26788319,3,ATCC 14028 
26788005,0,ATCC 25922 
26784991,0,ATCC 13032 
26781249,0,ATCC 29413 
26774728,0,ATCC 25923 
26774728,1,ATCC 15313 
26774420,0,ATCC 51196 
26772168,0,ATCC 25923 
26772168,1,ATCC 25922 
26771924,0,ATCC 6793 
26770255,0,ATCC 6538P 
26769939,0,ATCC 34957 
26769366,0,ATCC 842 
26768116,0,ATCC 27774 
26767091,0,ATCC 12775 
26763962,0,ATCC 43496 
26762501,0,ATCC 25922 
26761830,0,ATCC 19111 
26761830,1,ATCC 19111 
26761830,2,ATCC 19111 
26761807,0,ATCC 15313 
26759990,0,ATCC 17903 
26758707,0,ATCC 25923 
26747522,0,ATCC 9341 
26747522,1,ATCC 29213 
26747522,2,ATCC 25922 
26747522,3,ATCC 27853 
26747442,0,ATCC 15482T 
26747095,0,ATCC 29906 
26743231,0,ATCC 39006 
26742619,0,ATCC strains 
26742560,0,ATCC 15442 
26742560,1,ATCC 15442 
26742049,0,ATCC and 
26738915,0,ATCC 638 
26738915,1,ATCC 9714 
26738915,2,ATCC 638 
26738915,3,ATCC 638 
26738915,4,ATCC 9714 
26738915,5,ATCC 25757 
26733991,0,ATCC 53582 
26733202,0,ATCC 33277 
26732067,0,ATCC 824 
26732067,1,ATCC 824 
26732067,2,ATCC and 
26732067,3,ATCC 824 
26730335,0,ATCC 4356 
26730335,1,ATCC 4356 
26729085,0,ATCC 27294 
26724423,0,ATCC 11778 
26724423,1,ATCC 29212 
26724423,2,ATCC 25923 
26724423,3,ATCC 15305 
26724423,4,ATCC 25922 
26724423,5,ATCC 13883 
26724423,6,ATCC 23246 
26724423,7,ATCC 43071 
26723911,0,ATCC 90028 
26719641,0,ATCC 90028 
26719434,0,ATCC strains 
26719434,1,ATCC strains 
26719434,2,ATCC 28185 
26718561,0,ATCC 15439 
29023023,0,ATCC 10536 
29023023,1,ATCC 10536 
28791099,0,ATCC 31319 
28335327,0,ATCC 13881 
26715638,0,ATCC 35984 
26715388,0,ATCC 10712 
26711505,0,ATCC  
26711505,1,ATCC  
26710853,0,ATCC 23270 
26710346,0,ATCC 13564 
26709977,0,ATCC strains 
26706604,0,ATCC isolate 
26705421,0,ATCC 6013 
26705002,0,ATCC 7061 
26704727,0,ATCC 21432 
26704619,0,ATCC 700262T 
26702614,0,ATCC 23119 
26702300,0,ATCC 824 
26698685,0,ATCC 30010 
26698267,0,ATCC 25923 
26698267,1,ATCC 43300 
26698267,2,ATCC 6633 
26698267,3,ATCC 25922 
26698267,4,ATCC 27853 
26698267,5,ATCC 10231 
26697145,0,ATCC 29212 
26696981,0,ATCC 29212 
26696981,1,ATCC 29212 
26696980,0,ATCC 51142 
26696980,1,ATCC 51142 
26696980,2,ATCC 51142 
26696980,3,ATCC 51142 
26695535,0,ATCC 19095 
26695535,1,ATCC 19095 
26695535,2,ATCC 19095 
26695179,0,ATCC 33913 
26694337,0,ATCC  
26694337,1,ATCC  
26694337,2,ATCC  
26692191,0,ATCC 51142 
26690393,0,ATCC 25923 
26690393,1,ATCC 10987 
26690393,2,ATCC 274 
26679597,0,ATCC 51299 
26679176,0,ATCC 29413 
26679176,1,ATCC 29133 
26678532,0,ATCC 25923 
26677253,0,ATCC 700699 
26676500,0,ATCC 32903 
26676500,1,ATCC 14683 
26676500,2,ATCC 9533 
26676500,3,ATCC 11480 
26676500,4,ATCC 11481 
26675173,0,ATCC 11041 
26674350,0,ATCC 15262 
26674158,0,ATCC 9144 
26674158,1,ATCC 6538 
26674158,2,ATCC 9144 
26671610,0,ATCC 4698 
26671610,1,ATCC 186 
26671610,2,ATCC 12633 
26671610,3,ATCC 35218 
26668262,0,ATCC 19606 
26668262,1,ATCC 19606 
26668261,0,ATCC 17978 
26666773,0,ATCC 29213 
26666200,0,ATCC 4868 
26664112,0,ATCC 6538P 
26663202,0,ATCC 13124 
26663202,1,ATCC 13124 
26663202,2,ATCC 13124 
26660878,0,ATCC 19606 
26658020,0,ATCC 49927 
26656542,0,ATCC 29133 
26655950,0,ATCC 25611 
26653825,0,ATCC HTB114 
26652350,0,ATCC 11229 
26652350,1,ATCC 6538 
26651833,0,ATCC 35037T 
26651339,0,ATCC 51718 
26650720,0,ATCC 824 
26650720,1,ATCC 824 
26649419,0,ATCC 14053 
26649409,0,ATCC 14028 
26649329,0,ATCC 7469 
26648272,0,ATCC 19115 
26648272,1,ATCC 14028 
26648272,2,ATCC 25923 
26648272,3,ATCC 43889 
26645388,0,ATCC 23270 
26644717,0,ATCC 13419 
26644282,0,ATCC reference 
26643965,0,ATCC 27932 
26641636,0,ATCC 6538 
26641636,1,ATCC 85327 
26641636,2,ATCC 11509 
26640784,0,ATCC 43121 
26640784,1,ATCC 43121 
26640784,2,ATCC 43121 
26639506,0,ATCC 8739 
26639491,0,ATCC 33277 
26639411,0,ATCC 7469 
26637816,0,ATCC 27758 
26637816,1,ATCC 27756 
26637816,2,ATCC 29176 
26637592,0,ATCC 700394 
26635782,0,ATCC 22214 
26634231,0,ATCC Hs27 
26633884,0,ATCC 35657 
26630331,0,ATCC 33907 
26630331,1,ATCC 7966 
26630331,2,ATCC 33907 
26629595,0,ATCC 10231 
26628019,0,ATCC 27924 
26627203,0,ATCC 8014 
26627203,1,ATCC 8014 
26627203,2,ATCC 8014 
26627203,3,ATCC 8014 
26626322,0,ATCC 53608 
26626182,0,ATCC 29213 
26619944,0,ATCC 33656 
26619252,0,ATCC 15442 
26616375,0,ATCC 11774 
31641579,0,ATCC 49619 
28510822,0,ATCC 43890 
26615404,0,ATCC 49188 
26614991,0,ATCC  
26614147,0,ATCC 25923 
26614147,1,ATCC 27853 
26613866,0,ATCC 8739 
26613866,1,ATCC 6538 
26613866,2,ATCC 6633 
26613866,3,ATCC 10145 
26612033,0,ATCC  
26610308,0,ATCC 700312 
26608164,0,ATCC 15439 
26607946,0,ATCC 6633 
26607882,0,ATCC 20460 
26604928,0,ATCC 29213 
26604928,1,ATCC 27853 
26604928,2,ATCC 35218 
26603760,0,ATCC 20542 
26603643,0,ATCC reference 
26603424,0,ATCC 49226 
26599466,0,ATCC 27853 
26598715,0,ATCC 9144 
26598715,1,ATCC 9144 
26598140,0,ATCC 10400 
26598140,1,ATCC 10400 
26598140,2,ATCC 10400 
26598140,3,ATCC 10400 
