product,ID
ATCC 8038 ,1
ATCC 8040 ,1
ATCC 8041 ,5
ATCC 8042 ,6
ATCC 8043 ,2
ATCC 8062 ,2
ATCC 8081 ,1
ATCC 8090 ,2
ATCC 8090T ,1
ATCC 8095 ,1
ATCC 8099 ,5
ATCC 8100 ,1
ATCC 81176 ,1
ATCC 8142 ,1
ATCC 8158 ,2
ATCC 8188 ,1
ATCC 8199 ,2
ATCC 824 ,95
ATCC 8244 ,2
ATCC 8260 ,3
ATCC 8287 ,3
ATCC 8290 ,1
ATCC 8293 ,15
ATCC 832 ,1
ATCC 8326 ,4
ATCC 8357 ,1
ATCC 8379 ,1
ATCC 8383 ,1
ATCC 8384 ,1
ATCC 8387 ,1
ATCC 8400 ,1
ATCC 842 ,7
ATCC 8427 ,1
ATCC 842T ,1
ATCC 8456 ,5
ATCC 8459 ,6
ATCC 8482 ,10
ATCC 8483 ,4
ATCC 8486 ,7
ATCC 8486T ,1
ATCC 8492 ,2
ATCC 8503 ,2
ATCC 8530 ,1
ATCC 85327 ,1
ATCC 8554 ,1
ATCC 8608 ,1
ATCC 8633 ,1
ATCC 8688A ,5
ATCC 8688a ,6
ATCC 8735 ,1
ATCC 8738 ,2
ATCC 8739 ,117
ATCC 8750 ,2
ATCC 8992 ,1
ATCC 90 ,1
ATCC 90012 ,2
ATCC 90018 ,3
ATCC 90023 ,2
ATCC 90028 ,89
ATCC 90029 ,2
ATCC 90030 ,28
ATCC 90112 ,3
ATCC 90113 ,2
ATCC 90128 ,1
ATCC 9025 ,1
ATCC 9027 ,85
ATCC 9029 ,4
ATCC 903 ,1
ATCC 9043 ,2
ATCC 9046 ,8
ATCC 90467 ,2
ATCC 90518 ,1
ATCC 90519 ,1
ATCC 9058 ,2
ATCC 9071T ,1
ATCC 90781 ,1
ATCC 9080 ,2
ATCC 90873 ,1
ATCC 90942 ,1
ATCC 911 ,1
ATCC 9120 ,2
ATCC 9135 ,2
ATCC 9142 ,3
ATCC 9144 ,11
ATCC 9150 ,2
ATCC 9175 ,1
ATCC 9179 ,1
ATCC 9222 ,2
ATCC 9244 ,5
ATCC 9245 ,5
ATCC 9263 ,1
ATCC 9270 ,1
ATCC 9290 ,2
ATCC 9292 ,1
ATCC 93111 ,1
ATCC 9338 ,2
ATCC 9341 ,27
ATCC 93419 ,1
ATCC 9345 ,1
ATCC 9362 ,1
ATCC 9363 ,2
ATCC 9371 ,1
ATCC 9372 ,13
ATCC 9446 ,2
ATCC 9458 ,1
ATCC 9480 ,1
ATCC 95071 ,1
ATCC 9533 ,7
ATCC 9540 ,1
ATCC 9545 ,2
ATCC 9545were ,1
ATCC 9552 ,1
ATCC 95922 ,1
ATCC 9595 ,6
ATCC 9610 ,6
ATCC 96134 ,1
ATCC 96143 ,1
ATCC 96167 ,1
ATCC 9621 ,2
ATCC 96218 ,1
ATCC 96219 ,1
ATCC 9628 ,5
ATCC 9634 ,1
ATCC 9637 ,4
ATCC 9642 ,7
ATCC 9643 ,2
ATCC 9644 ,1
ATCC 9645 ,2
ATCC 9649 ,1
ATCC 96581 ,2
ATCC 96608 ,1
ATCC 9688 ,1
ATCC 9689 ,14
ATCC 96901 ,4
ATCC 96918 ,2
ATCC 9712 ,1
ATCC 9714 ,7
ATCC 9721 ,1
ATCC 9723 ,3
ATCC 9759 ,1
ATCC 9763 ,3
ATCC 9789 ,1
ATCC 9790 ,10
ATCC 98028 ,1
ATCC 9804 ,1
ATCC 9809 ,1
ATCC 9811 ,8
ATCC 9817 ,1
ATCC 9818 ,1
ATCC 9826 ,1
ATCC 9842 ,1
ATCC 9854 ,1
ATCC 9857 ,3
ATCC 9885 ,1
ATCC 9930 ,1
ATCC 9945 ,2
ATCC 9945a ,4
ATCC 9950 ,11
ATCC 9957 ,1
ATCC 9986 ,2
ATCC 9992 ,1
ATCC 9995 ,1
ATCC 9999 ,1
ATCC A1078 ,1
ATCC A894 ,1
ATCC Acidithiobacillus ,1
ATCC B ,2
ATCC B3208 ,1
ATCC B59630 ,1
ATCC B66663 ,1
ATCC BAA ,13
ATCC BAA1064 ,1
ATCC BAA1163 ,1
ATCC BAA196 ,1
ATCC BAA2455 ,1
ATCC BAA2463 ,1
ATCC BAA2464 ,1
ATCC BAA2555T ,1
ATCC BAA314 ,1
ATCC BAA42 ,1
ATCC BAA44 ,1
ATCC BAA450 ,1
ATCC BAA52 ,3
ATCC BAA751 ,1
ATCC BAA946 ,2
ATCC Breast ,1
ATCC C ,2
ATCC CCL ,1
ATCC CCL81 ,1
ATCC CD60 ,1
ATCC CL ,1
ATCC CRL ,3
ATCC CRL2631 ,1
ATCC Cancer ,1
ATCC Candida ,3
ATCC Cronobacter ,1
ATCC D ,1
ATCC E ,2
ATCC Enterococcus ,2
ATCC FF5 ,1
ATCC FIV ,1
ATCC H37Rv ,3
ATCC HTB114 ,1
ATCC HTB2TM ,1
ATCC HTB31 ,1
ATCC HTB35 ,1
ATCC HTB4TM ,1
ATCC Hs27 ,1
ATCC K88 ,1
ATCC LGC ,3
ATCC LVS ,2
ATCC MCL ,1
ATCC MRSA ,2
ATCC MYA ,5
ATCC Moraxella ,1
ATCC Mycobacterium ,1
ATCC Mycology ,1
ATCC No ,6
ATCC Normal ,1
ATCC PAO1 ,1
ATCC PTA ,48
ATCC PTA4659 ,1
ATCC PTA5289 ,1
ATCC PV131 ,1
ATCC PV132 ,1
ATCC PVAS ,3
ATCC Pa27853 ,2
ATCC QC ,1
ATCC RAW ,1
ATCC S ,4
ATCC S1 ,1
ATCC S2 ,1
ATCC SD ,1
ATCC SD5219 ,2
ATCC SD5221 ,1
ATCC SD6576 ,1
ATCC SL1344 ,1
ATCC STR ,1
ATCC Staphylococcus ,1
ATCC Strain ,1
ATCC TSD155 ,1
ATCC TSD201 ,1
ATCC V583 ,1
ATCC VR ,1
ATCC VR106 ,1
ATCC VR2332 ,1
ATCC VR2385 ,1
ATCC VR734 ,1
ATCC Vero ,1
ATCC Vibrio ,1
ATCC W3110 ,2
ATCC W83K1 ,2
ATCC WT ,1
ATCC WT13032 ,1
ATCC ZW658 ,1
ATCC and ,72
ATCC andor ,1
ATCC are ,1
ATCC as ,2
ATCC at ,1
ATCC axis ,1
ATCC bacteria ,2
ATCC bacterial ,8
ATCC before ,1
ATCC biofilms ,1
ATCC biotype ,1
ATCC breast ,1
ATCC by ,2
ATCC cell ,12
ATCC cells ,4
ATCC cellular ,1
ATCC clone ,1
ATCC cocultures ,1
ATCC collection ,5
ATCC collections ,1
ATCC contain ,1
ATCC control ,5
ATCC controls ,1
ATCC could ,1
ATCC counterparts ,1
ATCC cultures ,2
ATCC data ,1
ATCC database ,2
ATCC derived ,2
ATCC exposed ,1
ATCC for ,2
ATCC gained ,1
ATCC generic ,1
ATCC genotyped ,1
ATCC glioma ,1
ATCC group ,2
ATCC groups ,1
ATCC growth ,1
ATCC haplotypes ,1
ATCC has ,2
ATCC human ,1
ATCC in ,2
ATCC infection ,1
ATCC insulinoma ,1
ATCC isolate ,4
ATCC isolates ,3
ATCC kit ,2
ATCC kits ,1
ATCC laboratory ,1
ATCC lineages ,1
ATCC lot ,1
ATCC lots ,1
ATCC medium ,4
ATCC methicillin ,1
ATCC microbial ,1
ATCC morphology ,1
ATCC n ,2
ATCC n1 ,1
ATCC n2 ,1
ATCC no ,4
ATCC nr ,1
ATCC online ,1
ATCC or ,3
ATCC organisms ,1
ATCC panel ,1
ATCC parental ,1
ATCC produced ,1
ATCC profiles ,1
ATCC protocol ,1
ATCC provides ,1
ATCC quality ,1
ATCC recommendations ,2
ATCC recommended ,1
ATCC reference ,38
ATCC resources ,1
ATCC revealed ,1
ATCC sample ,1
ATCC samples ,1
ATCC series ,1
ATCC serovar ,1
ATCC significantly ,1
ATCC species ,2
ATCC standard ,5
ATCC standards ,1
ATCC stock ,1
ATCC strain ,75
ATCC strains ,140
ATCC successfully ,1
ATCC that ,2
ATCC to ,1
ATCC type ,13
ATCC under ,3
ATCC use ,1
ATCC using ,2
ATCC was ,3
ATCC were ,5
ATCC when ,1
ATCC wild ,1
ATCC with ,1
